product,descriptor_type,descriptors,sentences,n_keyword_hits
Ricotta,smoked,['smoked'],"[""ricotta affumicata (lit.\u2009'smoked ricotta') is similar to ricotta infornata and is produced by placing a lump of soft ricotta in a smoker until it develops a grey crust and acquires a charred wood scent, usually of oak or chestnut wood, although, in friuli, beech wood is used, with the addition of juniper and herbs.\n"", 'however, romanian urdă is neither smoked nor baked in the oven like some variants of the italian ricotta']",2
Sarasson,fermented,['culture'],"['in the 1600 textbook of agriculture théâtre d’agriculture et mesnage des champs, olivier de serres mentions the product.\n']",1
Shrikhand,fermented,"['culture', 'yogurt']","['shrikhand is a traditional sweet of the indian subcontinent made from strained yogurt', 'to prepare shrikhand, yogurt is poured onto a cheesecloth', 'the 11th century kannada poet chavundaraya ii gave a recipe for shikharini as strained yogurt mixed with flavorings and spices in his book on agriculture, the lokopakara', 'the strained yogurt is transferred to a bowl, and sugar, saffron, and cardamom are added', 'to carry their yogurt more easily while traveling overnight, they strained out its whey', 'since the strained yogurt became sour by morning, they mixed it with sugar to make it more palatable, leading to the creation of shrikhand.\n']",7
Skyr,cooked,"['cooked', 'heated', 'pasteurized']","['this skyr (skjør in standard norwegian) might be eaten with bread, watered down and drunk, cooked in porridge, mixed with sour-cream to dip flatbread in, or cooked to split into curds such as in skjørost, gamalost or skjør-kjuke for eating and sour whey for drinking.\n', 'today, skyr is made from skimmed milk which is either pasteurized or heated to at least 72–75\xa0°c (162–167\xa0°f) for 15–20  seconds, and then cooled down to 37\xa0°c (99\xa0°f)']",3
Skyr,fermented,"['culture', 'fermentation', 'yogurt']","['here a product called kjellermjølk is made by heating skimmed milk, cooling it, then adding the culture and often rennet gradually', 'in scandinavia different versions of the word skyr have been used for various cultured milk products since the middle ages and still today', 'skyr (/ˈskɪər/ skeer; icelandic pronunciation: ) is a traditional icelandic cultured dairy product', 'it has the consistency of strained yogurt, but a milder flavor', 'a small portion of a previous batch of skyr is then added to the warm milk to introduce the essential culture (the active bacterial culture), and with the addition of rennet the milk starts to curdle', 'these are usually made without any cooking, but by adding culture to skimmed milk and leaving it to ferment', 'bulgaricus play an important role in the fermentation of skyr', 'skyr can be classified as a fresh sour milk cheese, similar to curd cheese consumed like a yogurt in the baltic states, the low countries and germany', 'they also play a major role in the production of yogurt, but the yeast which is active in the low temperature step ensures that the product becomes a skyr and not a yogurt.\n']",9
Skyr,fresh,['fresh'],"['skyr can be classified as a fresh sour milk cheese, similar to curd cheese consumed like a yogurt in the baltic states, the low countries and germany']",1
Smen,aged,"['aged', 'mature']","['matured smen is very similar in taste to blue cheese as it is a high-fat form of cheese', 'moroccan smen is traditionally aged after it is prepared and spiced, it undergoes fermentation as it ages until it achieves a ""stinky"" blue cheese-like scent', 'the result is then aged, often in sealed containers', 'it is then traditionally buried in the ground for temperature stability purposes, like cheese is left to mature in caves because they have cooler and more stable temperatures.\n']",4
Smen,cooked,"['cooked', 'melted']","['afterwards, the butter is then strained until one is left with a clear batch of melted butter (smen)', 'immediately thereafter, they took either wheat flour or roasted and ground fenugreek seeds mixed with roasted wheat kernels, and cooked them together on a low heat', 'middle eastern samneh is typically cooked for longer than clarified butter to further remove water and solids and thus extend its shelf life.\n']",3
Smen,fermented,"['fermentation', 'fermented']","['in countries like jordan and lebanon, samneh is a type of butter similar to clarified butter, while north african smen is a type of fermented butter similar to ghee.\n', 'smen (from arabic: سمن or سمنة also called sman, semn, semneh, or sminn) is a salted, fermented butter native to north african cuisine (algeria, morocco and tunisia), as well as a traditional yemeni dish', 'a similar fermented butter is also made in tunisia', 'moroccan smen is traditionally aged after it is prepared and spiced, it undergoes fermentation as it ages until it achieves a ""stinky"" blue cheese-like scent']",4
Smen,fresh,['fresh'],"['in yemen, the local custom was to take fresh butter and to add thereto hot water while the milk or whey was still mixed with the butter']",1
Smen,smoked,['smoked'],"['the smen is then stored in a smoked earthenware container in a cool place.\n', 'yemenis prepare a special version of semneh (سمنة) which is smoked with aromatic herbs inside of a gourd in order to impart deeper flavour and aid in preservation']",2
Smetana,cooked,['cooked'],['it will not curdle when cooked or if added to hot dishes'],1
Soft serve,aged,['aged'],"['in the united states, soft serve is not typically sold prepackaged in supermarkets but is common at fairs, carnivals, amusement parks, restaurants (especially fast food and buffet), and specialty shops']",1
Soft serve,fresh,['fresh'],"['when the product is drawn from the draw valve, a fresh mix combined with the targeted quantity of air is introduced to the freezing chamber by gravity or pump']",1
Súrmjólk,fermented,"['culture', 'fermentation', 'fermented', 'lactic']","[""lactic acid produced by the bacteria causes milk to coagulate and thicken, inhibiting the growth of harmful bacteria and improving the product's shelf life"", 'fermentation converts the lactose to lactic acid, which has a sour flavor', 'soured milk, sour milk, spontaneously soured milk, or naturally soured milk is the milk product fermented with indigenous microorganisms (chiefly mesophilic lactic acid bacteria), as opposed to cultured milk of which the production involves controlled fermentation with starter cultures', 'raw milk that has not gone sour is sometimes referred to as ""sweet milk"", because it contains the sugar lactose and lacks lactic acid']",8
Sütlaç,cooked,"['baked', 'pasteurized']","['also available at the muhallebici shops of istanbul are the almond based keşkül, noah\'s pudding, and baked rice pudding called ""fırın sütlaç"" or ""fırında sütlaç"".\n', 'in palestine, variations of muhallabia and balouza can be found in hebron, they are made with pasteurized milk, starch, and are topped with qatir']",2
Tzatziki,fermented,"['culture', 'fermented', 'kefir', 'yoghurt', 'yogurt']","['in anatolia, however, the version made with yogurt, cucumber, garlic, and sometimes walnuts became known as cacık.\n', 'in the balkans and the levant, variations of tarator developed with different bases: in the levant it is usually made with tahini, while in the balkans it may include yogurt and walnuts', 'it is made from strained yogurt, sliced cucumbers, minced garlic cloves, lemon juice and sprinkled with dried mint, oregano or olive oil.\n', 'it is made of salted strained yogurt or diluted yogurt mixed with cucumbers, garlic, salt, olive oil, red wine vinegar, sometimes with lemon juice, and herbs such as dill, mint, parsley and thyme', 'during the ottoman empire, yogurt and garlic condiments became a part of the meze tradition', 'turks had consumed yogurt since ancient times and introduced yogurt-based cold soups and sauces to anatolia.\n', 'one notable example was tarator, prepared with yogurt, cucumber, garlic, or sometimes walnuts', 'the 17th-century ottoman traveler evliya çelebi, in his seyahatname, described dishes made with yogurt and garlic, demonstrating their established place in ottoman cuisine.\n', 'local variations may replace yogurt with water and vinegar, omit nuts or dill, or add bread', 'a similar dish in the caucasus mountains, called ovdukh, uses kefir instead of the yogurt', 'turkish cacık is made by combining water and yogurt together with garlic and different combinations of vegetables and herbs', 'the modern term cacık (جاجیك) was mentioned in print for the first time in 1844 in hoca kâmil pasha\'s melceü\'t-tabbâhîn (the sanctuary of cooks), the first ottoman cookbook, in which the basic description is given as ""yogurt with cucumber and garlic"" (hıyar ve sarmısaklı yoğurt).\n', 'regular tzatziki is made of strained yogurt (usually from sheep or goat milk) mixed with cucumbers, garlic, salt, olive oil, vinegar, dill, mint, and parsley.\n', 'it is usually served cold and is normally made from yogurt, garlic, parsley, cucumber, salt and olive oil', 'it is made of yogurt, cucumber, garlic, walnut, dill, vegetable oil, and water, and is served chilled or even with ice', 'tzatziki and similar yogurt-based dishes trace their origins to the central asian yogurt culture, which spread to anatolia, the balkans, and the middle east through turkic migrations', 'in some parts of the arab world, it is known as سَلَطَة خِيار باللَّبَن, salaṭat ḵiyār bi-l-laban, made from yogurt and cucumbers.\n', 'there also is a version where walnut oil, crushed nuts (like walnuts, hazelnuts, or almonds) and red peppers are added to the standard yoghurt base.\n', 'during preparation, the yogurt is hung for several hours in a kerchief and loses about half of its water', ""a variation made with purslane (glistrida in greek) may be called glistrida me yiaourti, meaning 'purslane and yogurt salad', rather than tzatziki"", 'in south asia, a similar dish is made with yogurt, cucumber, salt and ground cumin (sometimes also including onions) called ""raita"".\n', 'labne may be substituted for some of the yogurt.\n', 'in iran, ash-e doogh is another type of yogurt soup; instead of cucumbers it contains a variety of herbs such as basil, leek, mint, black pepper and raisins', 'mizeria is a polish dish of sliced cucumbers mixed with sour cream or another fermented milk product, often herbs (such as dill or chives) and seasonings, which is commonly served as a savoury or sweet side salad with typical dinner dishes.\n']",26
Tzatziki,fresh,['fresh'],"['today, cacık is widely consumed in turkey as a refreshing dish, especially in summer, while related versions continue to exist in balkan and levantine cuisines.\n', 'it is a popular dish in bulgaria and a common refresher during the summer.\n']",2
Uunijuusto,cooked,['baked'],"[""uunijuusto (finnish pronunciation: ) is a finnish dish made from cow's colostrum, the first milk of a calved cow, salted and baked""]",1
Uunijuusto,fresh,['fresh'],"['uunijuusto is sometimes eaten for dessert with berries (often cloudberries) or jam or mehukeitto, a soup made from fresh berries such as lingonberries or redcurrants.\n']",1
Varenets,cooked,"['baked', 'heated', 'pasteurized']","['commercially available cultured varenets is milk that has been pasteurized and homogenized (with 0.5% to 8.9% fat), and then inoculated with a culture of streptococcus thermophilus to simulate the naturally occurring bacteria in the old-fashioned product.\n', 'the milk should be heated to a high temperature before fermentation', 'similar to ryazhenka, it is made by adding sour cream (smetana) to baked milk.\n']",3
Varenets,fermented,"['culture', 'fermentation', 'fermented', 'yogurt']","['commercially available cultured varenets is milk that has been pasteurized and homogenized (with 0.5% to 8.9% fat), and then inoculated with a culture of streptococcus thermophilus to simulate the naturally occurring bacteria in the old-fashioned product.\n', 'the milk should be heated to a high temperature before fermentation', 'this is the main similarity of ryazhenka, varenets, qatiq, and kaymak that distinct it from other yogurt-based products, although kaymak and qatiq are thicker in consistency.\n', ""varenets (russian: варенец, lit.\u2009'the stewed one'), sometimes anglicised as stewler or simmeler, is a fermented milk product that is popular in russia"", 'varenets is a fermented dairy drink with a caramel taste and creamy color', 'ryazhenka is the russian word for a very similar fermented dairy product']",6
Vla,cooked,['baked'],['the word vla was first documented in the 13th century and originally referred to any custard-like substance covering cakes or other baked goods'],1
Vla,fresh,['fresh'],"['vla (pronunciationⓘ) is a dutch dairy product made from fresh milk.\n', 'traditionally vla is made with eggs, sugar and fresh milk, although some industrial producers use cornstarch rather than eggs today']",2
Yakult,fermented,"['culture', 'fermentation', 'fermented', 'lactic', 'probiotic', 'yogurt']","['the name ""yakult"" was coined from jahurto, an esperanto word meaning ""yogurt"".\n', ""yakult's ingredients are water, skimmed  milk, glucose-fructose syrup, sucrose, natural flavours (citrus), and live lacticaseibacillus casei shirota bacteria"", 'in 1930, scientist minoru shirota strengthened and cultured the lactobacillus casei shirota strain', 'yakult (ヤクルト, yakuruto) is a japanese sweetened probiotic milk beverage fermented with the bacteria strain lacticaseibacillus casei shirota', 'after fermentation, water, sugar, gums, and lactic acid are added.\n']",8
Yayık ayranı,cooked,['heated'],['certain acid curd cheeses such as çökelek could also be obtained from yayık ayranı when heated.\n'],1
Yayık ayranı,fermented,"['fermented', 'lactic', 'yogurt']","['in general, yogurt for butter production is fermented longer than usual for extra acid production', 'yayık ayranı is made of churned soured yogurt, water and salt', 'it is mostly produced in rural communities for domestic consumption during buttermaking out of yogurt', 'before churning, yogurt in churns is diluted by 50 per cent with cold water and partly-congealed butter accumulated on top is extracted after churning', 'lactic acid bacteria isolated from yogurt, fermented butter and yayık ayranı encompass lactobaccillus delbrueckii subsp', 'yayık ayranı, also known as turkish buttermilk, is a traditional turkish drink produced from fermented buttermaking by-products, water and salt']",9
Ymer,cooked,['heated'],"['it is speculated that larsen created ymer by accident while attempting to produce yogurt; having heated the milk to a higher heat that usual, the fermented curd separated from the whey, producing ymer instead of yogurt.\n', 'ymer is traditionally produced using skimmed milk with a fat content of 0.1%, which is heated to 90–95 °c, then cooled to 19–23 °c, at which point a starter culture is added']",2
Ymer,fermented,"['culture', 'fermentation', 'fermented', 'lactic', 'yogurt']","['it is mostly eaten for breakfasts or as a snack, but is also used as an alternative to yogurt, in desserts, dressings, and baking', 'ymer is traditionally produced using skimmed milk with a fat content of 0.1%, which is heated to 90–95 °c, then cooled to 19–23 °c, at which point a starter culture is added', 'ymer is a danish concentrated fermented milk product', 'unlike other fermented milk products, ymer is drained of its whey', ""the whey, which constitutes around 50% of the cultured milk's volume, is removed"", 'it is speculated that larsen created ymer by accident while attempting to produce yogurt; having heated the milk to a higher heat that usual, the fermented curd separated from the whey, producing ymer instead of yogurt.\n', 'the starter culture used to produce ymer contains lactococcus lactis bv', 'it is produced using skimmed milk and bacterial cultures', 'it has a slightly buttery taste and may be very subtly fizzy due to slight carbonation from lactic acid fermentation.\n', 'compared to standard yogurt, it has a thicker, creamier consistency and a higher protein content', 'originally, it was made by fermenting whole milk with the bacterial culture lactococcus lactis', 'once the culture has been incorporated into the milk, the mixture is maintained at 18 °c to ferment for at least 16 hours and until its ph falls below 4.6', 'ymer began production in the 1930s, and is today eaten for breakfast, added in desserts, and used as an alternative to yogurt']",15
